state,county,population,wordcount,expected wordcount,relative wordcount
Alaska,Matanuska-Susitna Borough,107081,697,1677.0509352574682,-0.5843894867194397
Alaska,Nome Census Area,10046,473,1146.8058801684372,-0.5875500743591164
Alaska,North Slope Borough,11031,1167,1160.5052309329906,0.005596501328811716
Alaska,Northwest Arctic Borough,7793,544,1098.1286450394934,-0.5046117752620547
Alaska,Petersburg Borough,3398,203,1024.5598429524932,-0.8018661365694257
Alaska,Prince of Wales – Hyder Census Area,5753,544,1072.6260731927835,-0.4928335105814394
Alaska,Sitka,8458,4447,1106.5906487431569,3.018649538608349
Alaska,Skagway,1240,3039,912.3080194137951,2.331111790459448
Alaska,Southeast Fairbanks Census Area,6808,447,1097.0156034088957,-0.5925308640907383
Alaska,Wrangell,2127,3855,944.9407803415354,3.079620734123323
Alaska,Yakutat,662,1855,991.3126710177486,0.8712562183791434
Alaska,Yukon–Koyukuk Census Area,5343,486,1055.7691465673995,-0.539672094434544
Arizona,Apache County,66021,1835,1489.150780736362,0.23224593757565692
Arizona,Cochise County,125447,1628,1774.1387692328226,-0.08237166774503005
Arizona,Coconino County,145101,1399,1881.207818023124,-0.2563288401224349
Arizona,Gila County,53272,1353,1454.6325758598864,-0.06986821108403109
Arizona,Graham County,38533,1142,1354.0938860538533,-0.1566315956657515
Arizona,Greenlee County,9563,992,1138.3351381812506,-0.1285518941416974
Arizona,La Paz County,16557,1173,1235.3424274082536,-0.05046570572262128
Arizona,Maricopa County,4420568,2172,4766.392206987994,-0.5443094261492714
Arizona,Mohave County,213267,1776,2085.3032484328337,-0.14832530888027154
Arizona,Navajo County,106717,1288,1676.5914173576589,-0.23177466694305676
Arizona,Pima County,1043433,1633,3729.9598102839223,-0.5621936741791067
Arizona,Pinal County,425264,1119,2786.6141072737496,-0.5984374021938903
Arizona,Santa Cruz County,47669,1219,1400.0472146269756,-0.12931507790272148
Arizona,Yavapai County,236209,1615,2223.256980382067,-0.27358824721986835
Arizona,Yuma County,203881,1423,2060.6637457870283,-0.30944580215511375
Arkansas,Arkansas County,17149,4540,1241.0008083378466,2.65833766545303
Arkansas,Ashley County,19062,4272,1244.9918096597855,2.4313478746236843
Arkansas,Baxter County,41627,1024,1369.142672877259,-0.2520867106946132
Arkansas,Benton County,284333,1091,2412.474804855996,-0.5477672977956247
Arkansas,Boone County,37373,1275,1344.5805232188463,-0.05174887038544532
Arkansas,Bradley County,10545,2812,1156.9940336886011,1.4304360421246867
Arkansas,Calhoun County,4739,1151,1056.7266094313381,0.08921265891032468
Arkansas,Carroll County,28260,747,1295.2225726345857,-0.4232651470236945
Arkansas,Chicot County,10208,1345,1152.9648512253316,0.16655767829399137
Arkansas,Clark County,21446,1619,1253.1220240266364,0.2919731430445169
Arkansas,Clay County,14552,1202,1204.4073340278012,-0.001998770648257801
Arkansas,Cleburne County,24711,651,1275.962608911257,-0.4897969615618439
Arkansas,Cleveland County,7550,836,1098.4422762739428,-0.2389222282705475
Arkansas,Columbia County,22801,699,1262.0498424145073,-0.4461391487813992
Arkansas,Conway County,20715,1554,1250.6701131123386,0.2425338893985511
Arkansas,Craighead County,111231,1463,1730.3978802604054,-0.15452970863566073
Arkansas,Crawford County,60133,935,1492.7338091390232,-0.373632462616166
Arkansas,Crittenden County,48163,1044,1399.0602710505489,-0.25378482857206397
Arkansas,Cross County,16833,2939,1234.8868238565155,1.379975187379187
Arkansas,Dallas County,6482,807,1089.623552819252,-0.259377242799132
Arkansas,Desha County,11395,1095,1176.7633073226061,-0.06948152344130744
Arkansas,Drew County,17350,767,1241.0019267666216,-0.38195099986799674
Arkansas,Faulkner County,123498,954,1762.4761166953172,-0.45871606941898774
Arkansas,Franklin County,17097,750,1235.7457594743782,-0.3930790421494056
Arkansas,Fulton County,12075,629,1183.3037575851138,-0.4684374185681087
Arkansas,Garland County,100180,1045,1657.0585403248733,-0.3693644644593405
Arkansas,Grant County,17958,755,1243.113493049138,-0.3926540060729948
Arkansas,Greene County,45736,855,1388.3468017303096,-0.3841596358097231
Arkansas,Hempstead County,20065,784,1244.892261112462,-0.37022662563634134
Arkansas,Hot Spring County,33040,2560,1307.8145617623213,0.9574640586279445
Arkansas,Howard County,12785,639,1194.7686899785342,-0.4651684419253733
Arkansas,Independence County,37938,651,1347.242441799305,-0.5167907573260836
Arkansas,Izard County,13577,626,1196.2618315636287,-0.4767031903193316
Arkansas,Jackson County,16755,959,1235.3058560644386,-0.2236740437260789
Arkansas,Jefferson County,67260,1653,1493.7419367777536,0.10661685214903463
Arkansas,Johnson County,25749,683,1283.6126281060249,-0.4679080081910934
Arkansas,Lafayette County,6308,776,1088.3585236250199,-0.2869996575987115
Arkansas,Lawrence County,16216,688,1230.6868147233213,-0.44096256515539767
Arkansas,Lee County,8600,1020,1111.9362896454834,-0.08268125656263567
Arkansas,Lincoln County,12941,3007,1192.9051416968339,1.5207368925602318
Arkansas,Little River County,12026,821,1183.095313291759,-0.3060576009588705
Arkansas,Logan County,21131,961,1250.8362756222748,-0.2317139990828016
Arkansas,Lonoke County,74015,850,1516.1960966544777,-0.439386500284795
Arkansas,Madison County,16521,799,1236.5496960223059,-0.35384723916054645
Arkansas,Marion County,16826,1298,1234.9845446823601,0.05102529872861489
Arkansas,Miller County,42600,3590,1373.3032576078267,1.6141349189351402
Arkansas,Mississippi County,40685,991,1364.6456120182443,-0.2738041354675524
Arkansas,Monroe County,6799,2271,1098.2147355721843,1.067901591956676
Arkansas,Montgomery County,8484,1325,1108.9708409775762,0.1948014781272251
Arkansas,Nevada County,8310,980,1096.4475882681015,-0.10620442738356223
Arkansas,Newton County,7225,1425,1102.779872391775,0.2921889813869878
Arkansas,Ouachita County,22650,888,1257.3409110966738,-0.29374762869564824
Arkansas,Perry County,10019,786,1144.0922089252947,-0.3129924372631375
Arkansas,Phillips County,16568,1096,1235.041537932924,-0.11258045471542308
Arkansas,Pike County,10171,1133,1153.041395783017,-0.01738133241036593
Arkansas,Poinsett County,22965,1103,1261.9576694774064,-0.1259611739142034
Arkansas,Polk County,19221,702,1243.6271036812527,-0.43552211276031677
Arkansas,Pope County,63381,862,1484.9277886526638,-0.4195003914755154
Arkansas,Prairie County,8282,1850,1095.885831529389,0.6881320542471012
Arkansas,Pulaski County,399125,1083,2738.6627707047815,-0.6045515309205831
Arkansas,Randolph County,18571,4025,1236.1741328506057,2.256013771068311
Arkansas,St. Francis County,23090,746,1260.4539500497503,-0.40814973845688274
Arkansas,Saline County,123416,718,1762.3340096659226,-0.5925857436433926
Arkansas,Scott County,9836,694,1139.027329898819,-0.39070821060838923
Arkansas,Searcy County,7828,1364,1100.265950783106,0.2397002734013383
Arkansas,Sebastian County,127799,839,1798.5423563427385,-0.5335111252502989
Arkansas,Sevier County,15839,838,1229.245771416491,-0.31828116111040067
Arkansas,Sharp County,17271,670,1240.467839156995,-0.4598812005837065
Arkansas,Stone County,12359,2338,1197.1143164206007,0.9530298551525752
Arkansas,Union County,39054,1061,1353.0210751052962,-0.21582891832085488
Arkansas,Van Buren County,15796,856,1226.8689132372692,-0.3022889480985206
Arkansas,Washington County,245871,4298,2237.2793774091133,0.9210832779307648
Arkansas,White County,76822,1110,1516.1227967722864,-0.2678693293425123
Arkansas,Woodruff County,6269,1696,1089.055010193553,0.5573134360757197
Arkansas,Yell County,20263,2053,1247.7952641630063,0.6453019649638656
California,Alameda County,1682353,3454,4127.30625675657,-0.16313455190157997
California,Alpine County,1204,1596,914.4820097793944,0.7452502979090994
California,Amador County,40474,1610,1364.5006179898867,0.17991884999786267
California,Butte County,211632,1679,2073.039677020085,-0.19007821287169085
California,Calaveras County,45292,1916,1390.4750084102225,0.37794637689362587
California,Colusa County,21839,1184,1256.4625675701968,-0.05767188728139204
California,Contra Costa County,1165927,6788,3810.8238063146105,0.7812421526159645
California,Del Norte County,27743,1742,1293.7455133931633,0.3464780994147605
California,El Dorado County,191185,1999,2039.5890996326723,-0.019900625885862177
California,Fresno County,1008654,2773,3690.7924658180677,-0.24867084083380941
California,Glenn County,28917,1047,1301.4588358894252,-0.19551815921671195
California,Humboldt County,136463,3998,1824.134968537221,1.1917237863193904
California,Imperial County,179702,3957,1960.6365463539516,1.0182220959608936
California,Inyo County,19016,2512,1240.4507309832995,1.0250703532648566
California,Kern County,909235,3814,3511.5887778971683,0.08611806257221369
California,Kings County,152486,2565,1894.3378871134908,0.3540351050616608
California,Lake County,68163,2275,1499.2566856691114,0.5174186126671684
California,Lassen County,32730,1544,1309.3137111994142,0.1792437418115772
California,Los Angeles County,10014009,4163,3913.407459017155,0.06377882793874211
California,Madera County,156255,1611,1893.66216335374,-0.14926747168731283
California,Marin County,262321,3831,2279.373356102848,0.6807250947909829
California,Mariposa County,17131,1674,1241.402290886289,0.34847503689143466
California,Mendocino County,91601,2610,1617.9653683364604,0.6131371233758344
California,Merced County,281202,1401,2397.0934561998674,-0.41554218656913894
California,Modoc County,8700,2603,1127.9492413248367,1.307727958522883
California,Mono County,13195,1169,1189.9735321424116,-0.017625208944480608
California,Monterey County,439035,2542,2851.449211607881,-0.10852348705638985
California,Napa County,138019,4461,1826.9140221438945,1.4418226287217335
California,Nevada County,102241,2410,1668.4947493718587,0.44441569319130136
California,Orange County,3186989,9634,4678.473502776548,1.0592186734161217
California,Placer County,404739,1599,2743.5246808809984,-0.41717309447111284
California,Plumas County,19790,2228,1241.6257272568973,0.7944215805855462
California,Riverside County,2418185,3714,4455.564926682216,-0.16643566840230364
California,Sacramento County,1585055,1827,4238.80746239588,-0.5689825461033482
California,San Benito County,64209,2017,1487.8484925906134,0.35564878416352597
California,San Bernardino County,2181654,3342,4351.805933014293,-0.23204296068295668
California,San Diego County,3298634,6023,4665.973654268093,0.2908345495029956
California,San Francisco,873965,13228,3385.876863284286,2.90681661918706
California,San Joaquin County,779233,2810,3384.340606018084,-0.1697053201432454
California,San Luis Obispo County,282424,1898,2408.8677348586793,-0.2120779515894219
California,San Mateo County,764442,3009,3385.853860102996,-0.1113024588992545
California,Santa Barbara County,448229,3989,2871.1569967655437,0.3893353809957953
California,Santa Clara County,1936259,3885,4252.442097838572,-0.0864073135823144
California,Santa Cruz County,270861,2717,2384.4343731928834,0.13947359195371506
California,Shasta County,182155,1448,1976.516637258711,-0.2673980209909724
California,Sierra County,3236,1500,1031.798993510939,0.45377152859579445
California,Siskiyou County,44076,1732,1384.2204019683454,0.2512458258360562
California,Solano County,453491,1551,2875.137931199734,-0.46054761993529797
California,Sonoma County,488863,6731,2896.0070265438644,1.3242346922178811
California,Stanislaus County,552878,2180,3115.9315116025814,-0.3003697315289239
California,Sutter County,99633,1195,1650.6284255871967,-0.2760333086019107
California,Tehama County,65829,1122,1488.843612304055,-0.2463949935858927
California,Trinity County,16112,1656,1229.8125970124333,0.3465466234635242
California,Tulare County,473117,2234,2903.5063940787886,-0.23058547260103646
California,Tuolumne County,55620,1346,1461.034403251851,-0.07873490384334335
California,Ventura County,843843,6468,3370.774542912749,0.918846816260479
California,Yolo County,216403,1289,2137.7526401998043,-0.39703033187248266
California,Yuba County,81575,1116,1527.7314510100005,-0.26950512194914894
Colorado,Adams County,519572,1313,2953.880578823383,-0.5554999719985274
Colorado,Alamosa County,16376,694,1234.2761892546066,-0.4377271423998591
Colorado,Arapahoe County,655070,1274,3314.6219569307477,-0.6156424423195186
Colorado,Archuleta County,13359,544,1193.2594387622153,-0.5441058479585137
Colorado,Baca County,3506,810,1014.4504973203053,-0.2015381705271633
Colorado,Bent County,5650,651,1054.8869616854242,-0.38287226627592597
Colorado,Boulder County,330758,1364,2539.5258731445265,-0.46289186716926445
Colorado,Broomfield,74112,1616,1515.949786690471,0.06599836893539364
Colorado,Chaffee County,19476,650,1243.2597966145825,-0.4771808742066936
Colorado,Cheyenne County,1748,1256,951.9433094620188,0.3194063002657331
Colorado,Clear Creek County,9397,697,1133.6285618337383,-0.3851601631556065
Colorado,Conejos County,7461,1389,1099.4008232490817,0.26341546288373696
Colorado,Costilla County,3499,909,1016.2035557353843,-0.10549417499115668
Colorado,Crowley County,5922,964,1070.4390422175602,-0.09943494026250876
Colorado,Custer County,4704,1075,1054.9811724781791,0.018975530600983243
Colorado,Delta County,31196,597,1304.6057509156594,-0.5423904887886739
Colorado,Denver,715522,11746,3364.4512905971255,2.4912082195475356
Colorado,Dolores County,2326,1944,948.7366445902738,1.0490407017424161
Colorado,Douglas County,357978,1360,2661.937663046514,-0.4890939713278193
Colorado,Eagle County,55731,899,1461.550085240538,-0.38489962877184264
Colorado,Elbert County,26062,732,1285.084446081694,-0.43038762765208494
Colorado,El Paso County,730395,1887,3380.0817521964454,-0.441729479242983
Colorado,Fremont County,48939,975,1399.0508222871397,-0.303098940747492
Colorado,Garfield County,61685,740,1485.1572847133014,-0.5017362756007008
Colorado,Gilpin County,5808,541,1068.604540740811,-0.49373226542257503
Colorado,Grand County,15717,630,1225.960379920299,-0.48611716143636147
Colorado,Gunnison County,16918,1502,1235.911686206138,0.215297190538484
Colorado,Hinsdale County,788,783,973.7329246037442,-0.195878068600137
Colorado,Huerfano County,6820,958,1097.0156034088957,-0.12672162818551977
Colorado,Jackson County,1379,867,917.6628748687192,-0.0552085915821396
Colorado,Jefferson County,582910,1148,3170.524438465928,-0.6379147922431834
Colorado,Kiowa County,1446,1292,919.2414481558046,0.4055066844429491
Colorado,Kit Carson County,7087,569,1108.109842762577,-0.4865129989447141
Colorado,Lake County,7436,807,1097.8733211993383,-0.26494251712172273
Colorado,La Plata County,55638,765,1461.1081452822016,-0.4764247927368537
Colorado,Larimer County,359066,1875,2663.052518925553,-0.2959207575986914
Colorado,Las Animas County,14555,591,1204.4073340278012,-0.5093022241706492
Colorado,Lincoln County,5675,759,1067.537310608826,-0.289017824054191
Colorado,Logan County,21528,489,1253.4522621758238,-0.6098774442744536
Colorado,Mesa County,155703,1033,1892.3613664993024,-0.4541211745878343
Colorado,Mineral County,865,580,1012.3248577385525,-0.4270613868993886
Colorado,Moffat County,13292,862,1189.6841660589841,-0.27543794849728015
Colorado,Montezuma County,25849,1142,1286.0356291905882,-0.11199971907562321
Colorado,Montrose County,42679,737,1373.762896734171,-0.46351732038180626
Colorado,Morgan County,29111,592,1307.5292556577613,-0.5472376641376254
Colorado,Otero County,18690,567,1237.5192127279522,-0.5418252951805723
Colorado,Ouray County,4874,1147,1056.2887128005978,0.08587736108520398
Colorado,Park County,17390,867,1241.3861544299948,-0.3015871838863074
Colorado,Phillips County,4530,482,1042.6512983471996,-0.5377169713747428
Colorado,Pitkin County,17358,973,1241.0019267666216,-0.21595609240099198
Colorado,Prowers County,11999,556,1182.909131351682,-0.5299723493006837
Colorado,Pueblo County,168162,744,1920.914881285305,-0.612684556068314
Colorado,Rio Blanco County,6529,730,1086.2913791526712,-0.3279887753786517
Colorado,Rio Grande County,11539,714,1175.4116115442398,-0.39255321881501876
Colorado,Routt County,24829,769,1276.8872352992576,-0.3977541800550826
Colorado,Saguache County,6368,656,1091.9671828071305,-0.3992493452837891
Colorado,San Juan County,705,1197,944.2573612362155,0.26766287363955044
Colorado,San Miguel County,8072,803,1094.480423448932,-0.26631853544754824
Colorado,Sedgwick County,2404,591,940.052632570193,-0.37131179731484826
Colorado,Summit County,31055,966,1304.1094713343584,-0.2592646390248255
Colorado,Teller County,24710,613,1275.962608911257,-0.5195783985213676
Colorado,Washington County,4817,619,1058.9121837468585,-0.41543783374960497
Colorado,Weld County,328981,1436,2537.6072532500198,-0.4341125884784358
Colorado,Yuma County,9988,526,1143.064715773512,-0.5398335783253919
Connecticut,Fairfield County,957419,5580,3526.600649379751,0.5822602428719553
Connecticut,Hartford County,899498,1383,3509.382752571381,-0.6059136043263865
Connecticut,Litchfield County,185186,1569,2032.333953104403,-0.22798120968094712
Connecticut,Middlesex County,164245,1025,1917.2381180683683,-0.465376788443631
Connecticut,New Haven County,864835,2314,3385.876863284286,-0.3165729016632253
Connecticut,New London County,268555,1629,2382.200839739513,-0.3161785636100579
Connecticut,Tolland County,149788,899,1888.5919596988565,-0.5239839948575503
Connecticut,Windham County,116418,1523,1739.6927911641992,-0.12455807845199426
Delaware,Kent County,181851,1808,1980.8995404060852,-0.087283346216861
Delaware,New Castle County,570719,3274,3158.284089213312,0.036638854364589836
Delaware,Sussex County,237378,3786,2232.5164663738947,0.6958441548022755
Florida,Alachua County,278468,2588,2392.0091910955693,0.08193564206777335
Florida,Baker County,28259,929,1295.2225726345857,-0.2827487571419172
Florida,Bay County,175216,1057,1948.3125351653089,-0.45747923861182954
Florida,Bradford County,28303,854,1294.956029815952,-0.34051814861901036
Florida,Brevard County,606612,10344,3157.6097919988906,2.275895592359385
Florida,Broward County,1944375,4803,4247.48510454434,0.13078677894863486
Florida,Calhoun County,13648,982,1196.0320119757766,-0.17895174195396993
Florida,Charlotte County,186847,1221,2033.4336773150153,-0.3995378292287203
Florida,Citrus County,153843,2327,1893.9475827682177,0.22865068768103256
Florida,Clay County,218245,1230,2145.7999010041176,-0.4267871857835267
Florida,Collier County,375752,1282,2702.964124451739,-0.5257058765957402
Florida,Columbia County,69698,1816,1517.7248522694247,0.19652781417169934
Florida,DeSoto County,33976,1460,1320.1386066197892,0.10594447634428737
Florida,Dixie County,16759,829,1235.389956972803,-0.32895682426350636
Florida,Duval County,995567,1593,3561.2775953877904,-0.5526886188082912
Florida,Escambia County,321905,2666,2529.3748868904136,0.05401536712399003
Florida,Flagler County,115378,959,1731.637935286281,-0.4461890788726256
Florida,Franklin County,12451,891,1196.883864369885,-0.2555668711691769
Florida,Gadsden County,43826,1308,1381.9440968836664,-0.053507299644329286
Florida,Gilchrist County,17864,867,1241.8780594483294,-0.3018638235825334
Florida,Glades County,12126,1088,1184.8289594190617,-0.08172399792332749
Florida,Gulf County,14192,849,1199.4831529072178,-0.2921951442650469
Florida,Hamilton County,14004,617,1196.2188325259906,-0.4842080869959935
Florida,Hardee County,25327,919,1280.0533895730653,-0.2820611956611333
Florida,Hendry County,39619,1741,1349.4728561778354,0.29013339692589457
Florida,Hernando County,194515,2378,2035.4440482694463,0.1682954400155573
Florida,Highlands County,101235,1169,1667.2440934150002,-0.29884292011162655
Florida,Hillsborough County,1459762,3300,4128.739939269266,-0.20072466453674054
Florida,Holmes County,19653,1166,1242.4086128992121,-0.06150038892672312
Florida,Indian River County,159788,1292,1896.950287511923,-0.3189067691939295
Florida,Jackson County,47319,2009,1390.9861921353884,0.44429902421666795
Florida,Jefferson County,14510,1318,1203.4758590780175,0.09516114515975369
Florida,Lafayette County,8226,789,1097.4344862481967,-0.2810504773753218
Florida,Lake County,383956,1765,2699.803557310899,-0.34624873160845704
Florida,Lee County,760822,2856,3382.2283736300938,-0.15558629267405172
Florida,Leon County,292198,3185,2418.0692074186763,0.31716660144729
Florida,Levy County,42915,1835,1378.0768363162067,0.33156581087685444
Florida,Liberty County,7974,815,1094.77652653463,-0.2555558324037377
Florida,Madison County,17968,1279,1243.1628765590167,0.028827375814324364
Florida,Manatee County,399710,1878,2738.6934260164458,-0.3142715492870495
Florida,Marion County,375908,2557,2702.964124451739,-0.05400150269524786
Florida,Martin County,158431,1538,1894.7294265205237,-0.18827460086246758
Florida,Miami-Dade County,2701767,5451,4587.936112636739,0.18811593408768024
Florida,Monroe County,82874,1882,1527.0291416316002,0.23245847030078323
Florida,Nassau County,90352,3193,1608.440938943795,0.9851521574032602
Florida,Okaloosa County,211668,1565,2084.212856886957,-0.24911700125603725
Florida,Okeechobee County,39644,717,1350.2501216730177,-0.46898727243837884
Florida,Orange County,1429908,3017,4115.491923074091,-0.2669163112470807
Florida,Osceola County,388656,1617,2702.9496615647863,-0.40176466362163415
Florida,Palm Beach County,1492191,5868,4170.10251675539,0.4071596504936009
Florida,Pasco County,561891,2736,3147.726871931696,-0.13080133336950794
Florida,Pinellas County,959107,7409,3526.600649379751,1.1008899891466517
Florida,Polk County,725046,5230,3373.243586854022,0.5504365057957878
Florida,Putnam County,73321,1076,1516.9443211718733,-0.29067930511202544
Florida,St. Johns County,273425,1210,2387.694920068744,-0.4932350905344462
Florida,St. Lucie County,329226,1833,2538.2219773345378,-0.27784093890602596
Florida,Santa Rosa County,188000,1391,2046.0539197754406,-0.320154768867154
Florida,Sarasota County,434006,2713,2822.830806145232,-0.038908037246204494
Florida,Seminole County,470856,1397,2910.9132020476372,-0.5200818770489956
Florida,Sumter County,129752,1667,1802.5089767316724,-0.07517797607720028
Florida,Suwannee County,43474,979,1379.3785613849652,-0.2902601016090645
Florida,Taylor County,21796,743,1256.3762218895586,-0.4086166332545307
Florida,Union County,16147,805,1230.0071595862366,-0.3455322648115359
Florida,Volusia County,553543,3240,3115.9315116025814,0.03981746323224154
Florida,Wakulla County,33764,2049,1320.110322431163,0.5521430028866734
Florida,Walton County,75305,1290,1511.6385472581435,-0.1466213915093382
Florida,Washington County,25318,1044,1279.5191097730294,-0.1840684581997431
Georgia,Appling County,18444,1224,1236.9897958997813,-0.010501134239617986
Georgia,Atkinson County,8286,794,1095.885831529389,-0.2754719723934063
Georgia,Bacon County,11140,747,1173.3570735520093,-0.36336515384982754
Georgia,Baker County,2876,935,985.5181408167424,-0.051260487985412204
Georgia,Baldwin County,43799,1581,1381.6334314086196,0.1442977305406687
Georgia,Banks County,18035,1009,1241.2881633744755,-0.18713476066910512
Georgia,Barrow County,83505,955,1562.0368170086997,-0.38861876391055566
Georgia,Bartow County,108901,1713,1693.5646406096141,0.011476006834548665
Georgia,Ben Hill County,17194,836,1239.673975693554,-0.3256291441205036
Georgia,Berrien County,18160,954,1240.8010151435626,-0.23114182825711121
Georgia,Bibb County,157346,1899,1892.321156597373,0.0035294449778474524
