state,county,population,Wordcount,expected Wordcount,relative Wordcount
Alaska,Denali Borough,1619,689,947.4042031437036,-0.2727496904555199
Alaska,Dillingham Census Area,4857,427,1058.7939872602803,-0.5967109700869204
Alaska,Fairbanks North Star Borough,95655,552,1640.4309008641226,-0.6635030468462735
Alaska,Haines Borough,2080,446,942.2050572347617,-0.5266423199754979
Alaska,Hoonah–Angoon Census Area,2365,583,946.4077194731166,-0.3839864278320053
Alaska,Juneau,32255,5679,1303.948363258861,3.355233811411748
Alaska,Kenai Peninsula Borough,58799,637,1492.0480100911989,-0.5730700381678305
Alaska,Ketchikan Gateway Borough,13948,517,1196.7949880232359,-0.5680128968003646
Alaska,Kodiak Island Borough,13101,546,1190.8442169784782,-0.5415017411888161
Alaska,Kusilvak Census Area,8368,624,1108.3339169216215,-0.4369927776521092
Alaska,Lake and Peninsula Borough,1476,553,915.4429929616707,-0.39592087737662773
Alaska,Matanuska-Susitna Borough,107081,697,1678.3694965773736,-0.5847159988182805
Alaska,Nome Census Area,10046,473,1147.8748277729874,-0.5879341644614022
Alaska,North Slope Borough,11031,1167,1161.5038578713443,0.0047319189612752095
Alaska,Northwest Arctic Borough,7793,544,1099.072255256267,-0.5050370916030836
Alaska,Petersburg Borough,3398,203,1026.2818036758006,-0.8021985781362182
Alaska,Prince of Wales – Hyder Census Area,5753,549,1073.806448061004,-0.4887346774725171
Alaska,Sitka,8458,4447,1107.6142589995384,3.0149356726562813
Alaska,Skagway,1240,3023,912.5418528901215,2.3127247702949987
Alaska,Southeast Fairbanks Census Area,6808,442,1098.1582989835456,-0.5975079363247404
Alaska,Wrangell,2127,3855,945.2807141355233,3.0781536556846705
Alaska,Yakutat,662,1855,991.2665694238898,0.8713432463258596
Alaska,Yukon–Koyukuk Census Area,5343,494,1057.1221457767417,-0.5326935473128097
Arizona,Apache County,66021,1835,1489.8876889540993,0.23163646065709118
Arizona,Cochise County,125447,1628,1775.5153412226712,-0.08308311271536964
Arizona,Coconino County,145101,1399,1882.5495107409217,-0.2568588544322584
Arizona,Gila County,53272,1353,1455.4840247370805,-0.0704123322518729
Arizona,Graham County,38533,1142,1354.834837302398,-0.15709282891350204
Arizona,Greenlee County,9563,992,1139.3460442206683,-0.12932510273597822
Arizona,La Paz County,16557,1173,1236.294939832236,-0.05119728132254996
Arizona,Maricopa County,4420568,2172,4768.485868796278,-0.5445095026467418
Arizona,Mohave County,213267,1776,2089.4574160187044,-0.15001857114464323
Arizona,Navajo County,106717,1288,1677.9084001743083,-0.2323776435792341
Arizona,Pima County,1043433,1633,3732.6964163522016,-0.5625146495048053
Arizona,Pinal County,425264,1119,2791.853360565204,-0.5991909833783459
Arizona,Santa Cruz County,47669,1219,1400.87096810986,-0.12982706633948693
Arizona,Yavapai County,236209,1615,2227.282324165239,-0.27490108349632586
Arizona,Yuma County,203881,1423,2064.8597438866304,-0.3108490762081859
Arkansas,Arkansas County,17149,4540,1241.9278194048552,2.6556069757545293
Arkansas,Ashley County,19062,4272,1246.0284820654442,2.428493057332557
Arkansas,Baxter County,41627,1024,1369.9927671723585,-0.25255079841514905
Arkansas,Benton County,284333,1091,2416.6635167848976,-0.5485511357197735
Arkansas,Boone County,37373,1275,1345.3558383042207,-0.05229533800730523
Arkansas,Bradley County,10545,2812,1157.9680238152025,1.4283917536299438
Arkansas,Calhoun County,4739,1151,1058.0770550168513,0.08782247431087971
Arkansas,Carroll County,28260,747,1296.0665489055516,-0.423640706851978
Arkansas,Chicot County,10208,1345,1154.0203366314236,0.16549072603524873
Arkansas,Clark County,21446,1619,1253.9304024555015,0.29114023938617584
Arkansas,Clay County,14552,1202,1205.4468243025076,-0.0028593748251831723
Arkansas,Cleburne County,24711,651,1276.8821659457783,-0.49016438841260773
Arkansas,Cleveland County,7550,836,1099.426923222247,-0.23960384965849688
Arkansas,Columbia County,22801,699,1262.8709001628838,-0.44649924239299227
Arkansas,Conway County,20715,1554,1251.553833370773,0.24165653810883841
Arkansas,Craighead County,111231,1463,1731.6755362747426,-0.1551535092149707
Arkansas,Crawford County,60133,935,1493.7264911847674,-0.374048726110231
Arkansas,Crittenden County,48163,1044,1399.8781266541685,-0.25422079242337214
Arkansas,Cross County,16833,2939,1235.8293382581387,1.3781600816682544
Arkansas,Dallas County,6482,807,1090.790198963641,-0.2601693700890142
Arkansas,Desha County,11395,1095,1177.8992773180028,-0.07037891856658476
Arkansas,Drew County,17350,767,1241.9281849958036,-0.3824119548405356
Arkansas,Faulkner County,123498,954,1763.7691368347707,-0.4591128849708575
Arkansas,Franklin County,17097,750,1236.6671518194323,-0.3935312352264139
Arkansas,Fulton County,12075,629,1184.4881342650995,-0.46896893113221855
Arkansas,Garland County,100180,1045,1658.3990749020766,-0.36987422640614764
Arkansas,Grant County,17958,755,1244.016659884425,-0.39309494450810406
Arkansas,Greene County,45736,855,1389.181595289342,-0.38452970950718757
Arkansas,Hempstead County,20065,784,1245.7946186920653,-0.3706827849175445
Arkansas,Hot Spring County,33040,2560,1308.6906771768008,0.9561536157058987
Arkansas,Howard County,12785,639,1195.702843706001,-0.46558628394705304
Arkansas,Independence County,37938,651,1348.0136447344598,-0.5170672028855924
Arkansas,Izard County,13577,626,1197.3543988676452,-0.4771806905357202
Arkansas,Jackson County,16755,959,1236.2501145857577,-0.22426700820056836
Arkansas,Jefferson County,67260,1653,1494.4752927004256,0.10607382274827035
Arkansas,Johnson County,25749,683,1284.4975742335234,-0.4682745894576289
Arkansas,Lafayette County,6308,776,1089.5672662210595,-0.2877906449122717
Arkansas,Lawrence County,16216,688,1231.6632243778934,-0.4414057460004904
Arkansas,Lee County,8600,1020,1112.9382897515788,-0.0835071365657873
Arkansas,Lincoln County,12941,3007,1193.8319132685137,1.5187800448116124
Arkansas,Little River County,12026,821,1184.2810732845267,-0.3067524099468973
Arkansas,Logan County,21131,961,1251.6462823150412,-0.2322111977015285
Arkansas,Lonoke County,74015,850,1516.8695015315104,-0.4396353811967373
Arkansas,Madison County,16521,799,1237.5058127551724,-0.3543464670916469
Arkansas,Marion County,16826,1298,1235.9280913217244,0.050222912735881524
Arkansas,Miller County,42600,3590,1374.1812520652356,1.612464690960268
Arkansas,Mississippi County,40685,991,1365.5065969399893,-0.2742620195165911
Arkansas,Monroe County,6799,2271,1099.3631081071644,1.065741503651245
Arkansas,Montgomery County,8484,1325,1109.9901657586581,0.19370426952781744
Arkansas,Nevada County,8310,980,1097.3882360137216,-0.10697056170397452
Arkansas,Newton County,7225,1425,1103.9555791957555,0.29081280701360207
Arkansas,Ouachita County,22650,888,1258.1663111173182,-0.29421095434401745
Arkansas,Perry County,10019,786,1145.1271641635035,-0.3136133482833236
Arkansas,Phillips County,16568,1095,1235.9904685490997,-0.11407083803373101
Arkansas,Pike County,10171,1133,1154.100871285709,-0.01828338563006358
Arkansas,Poinsett County,22965,1103,1262.8509757778556,-0.1265794451157589
Arkansas,Polk County,19221,702,1244.6590091893318,-0.43599010265693183
Arkansas,Pope County,63381,862,1485.6699229532637,-0.4197903675087613
Arkansas,Prairie County,8282,1850,1096.8290644499525,0.68668032235976
Arkansas,Pulaski County,399125,1083,2743.96204520347,-0.6053152404592778
Arkansas,Randolph County,18571,4025,1237.2296129844954,2.253236066901706
Arkansas,St. Francis County,23090,746,1261.28378722235,-0.4085391348422298
Arkansas,Saline County,123416,718,1763.6264564482947,-0.592884310974811
Arkansas,Scott County,9836,694,1140.0833193258575,-0.3912725603157065
Arkansas,Searcy County,7828,1364,1101.1982657241506,0.238650697568099
Arkansas,Sebastian County,127799,839,1799.9274320870204,-0.5338700966254082
Arkansas,Sevier County,15839,838,1230.1820932907674,-0.31880003410037505
Arkansas,Sharp County,17271,670,1241.3991470032036,-0.4602864021475995
Arkansas,Stone County,12359,2338,1198.2457888658441,0.9511856596741715
Arkansas,Union County,39054,1061,1353.7570095554438,-0.21625521233798184
Arkansas,Van Buren County,15796,856,1227.8108767460137,-0.30282422463254244
Arkansas,Washington County,245871,4298,2241.8195715182924,0.9171926477067648
Arkansas,White County,76822,1110,1516.780988389205,-0.26818702996877575
Arkansas,Woodruff County,6269,1696,1090.284659041375,0.5555570611175945
Arkansas,Yell County,20263,2053,1248.6928882801978,0.6441192380198143
California,Alameda County,1682353,3454,4127.57675697968,-0.16318939577336028
California,Alpine County,1204,1596,914.7302168462909,0.7447767337374274
California,Amador County,40474,1610,1365.3610194749508,0.1791753075088705
California,Butte County,211632,1679,2077.2284747452177,-0.19171144608638316
California,Calaveras County,45292,1916,1391.3365269828755,0.3770931495307332
California,Colusa County,21839,1184,1257.3062931751178,-0.05830424421880129
California,Contra Costa County,1165927,6789,3813.390727174675,0.7803053727541688
California,Del Norte County,27743,1742,1294.6008095984191,0.3455885297494621
California,El Dorado County,191185,1999,2041.1294951266666,-0.02064028530637257
California,Fresno County,1008654,2773,3693.4910449138656,-0.2492197852168698
California,Glenn County,28917,1047,1302.2918251627148,-0.1960327326256673
California,Humboldt County,136463,3998,1825.377001967061,1.1902324811212583
California,Imperial County,179702,3957,1962.162970028928,1.016652062260487
California,Inyo County,19016,2512,1241.4946377797116,1.0233675793336163
California,Kern County,909235,3814,3513.4585383009953,0.0855400621418284
California,Kings County,152486,2565,1895.843397035327,0.35295985101463745
California,Lake County,68163,2275,1499.9856521776608,0.5166811740480204
California,Lassen County,32730,1544,1310.1903147627877,0.17845475012501827
California,Los Angeles County,10014009,4163,3913.407459017155,0.06377882793874211
California,Madera County,156255,1611,1895.3033791983712,-0.15000415359287697
California,Marin County,262321,3831,2283.9034033027083,0.6773914319055987
California,Mariposa County,17131,1674,1242.3303074236946,0.347467730600156
California,Mendocino County,91601,2610,1619.3655003680717,0.6117423765090483
California,Merced County,281202,1401,2401.2955864432674,-0.41656495438984154
California,Modoc County,8700,2603,1128.928305291485,1.3057265796235973
California,Mono County,13195,1169,1190.886444773907,-0.018378280204593467
California,Monterey County,439035,2542,2856.7029855871883,-0.11016300510586749
California,Napa County,138019,4461,1828.1573225924935,1.440161984349299
California,Nevada County,102241,2410,1669.838383532098,0.4432534452240146
California,Orange County,3186989,9634,4674.37345746713,1.0610248812298169
California,Placer County,404739,1599,2748.7814021987137,-0.4182876824177502
California,Plumas County,19790,2228,1242.5387804403722,0.7931029880696098
California,Riverside County,2418185,3714,4453.975003716674,-0.1661381132806522
California,Sacramento County,1585055,1827,4239.069089594152,-0.569009147672345
California,San Benito County,64209,2017,1488.5886116457466,0.35497476214738394
California,San Bernardino County,2181654,3342,4351.630191873829,-0.23201194663995064
California,San Diego County,3298634,6023,4661.777154706313,0.2919965498392517
California,San Francisco,873965,13228,3387.761364931565,2.9046433839554737
California,San Joaquin County,779233,2810,3386.268317015663,-0.17017798445562382
California,San Luis Obispo County,282424,1898,2413.0466798338207,-0.21344248502863214
California,San Mateo County,764442,3009,3387.786653426793,-0.11180947685818551
California,Santa Barbara County,448229,3989,2876.466229554414,0.3867710175126672
California,Santa Clara County,1936259,3885,4252.078238993525,-0.08632913562766731
California,Santa Cruz County,270861,2717,2388.8084873591047,0.1373871176268803
California,Shasta County,182155,1448,1978.0329223305885,-0.2679596059028608
California,Sierra County,3236,1500,1033.6650272727009,0.4511470935199503
California,Siskiyou County,44076,1732,1385.0685571945764,0.25047961778016603
California,Solano County,453491,1551,2880.4585872710995,-0.4615440725813758
California,Sonoma County,488863,6731,2901.825775159391,1.3195741307488662
California,Stanislaus County,552878,2180,3118.3234079550903,-0.3009063798711041
California,Sutter County,99633,1195,1652.0241514272993,-0.27664495766145075
California,Tehama County,65829,1122,1489.5796617698177,-0.24676737418197858
California,Trinity County,16112,1656,1230.7936343014444,0.3454733221299831
California,Tulare County,473117,2234,2909.3808260554515,-0.23213902422363014
California,Tuolumne County,55620,1346,1462.038717313466,-0.07936774583281218
California,Ventura County,843843,6468,3372.678401822791,0.9177636375007822
California,Yolo County,216403,1289,2141.8668499083988,-0.39818854750232174
California,Yuba County,81575,1116,1529.1024932016287,-0.27016010701589815
Colorado,Adams County,519572,1313,2959.777531910746,-0.5563855776848318
Colorado,Alamosa County,16376,694,1235.2442818790803,-0.4381678100591794
Colorado,Arapahoe County,655070,1274,3316.545966727839,-0.6158654175817289
Colorado,Archuleta County,13359,544,1194.2030455888457,-0.5444660755058108
Colorado,Baca County,3506,810,1016.1336095099649,-0.202860733648377
Colorado,Bent County,5650,651,1056.1022924976494,-0.38358243834467487
Colorado,Boulder County,330758,1364,2544.3506174550866,-0.4639103625724737
Colorado,Broomfield,74112,1616,1516.614431344519,0.06553120331801998
Colorado,Chaffee County,19476,650,1244.1977426997553,-0.47757500460531266
Colorado,Cheyenne County,1748,1256,952.267364111951,0.3189573089814946
Colorado,Clear Creek County,9397,697,1134.6908684474433,-0.3857357810998515
Colorado,Conejos County,7461,1389,1100.39527784253,0.2622736828926761
Colorado,Costilla County,3499,909,1017.9002996075125,-0.10698523190287186
Colorado,Crowley County,5922,964,1071.568851179261,-0.10038445132189265
Colorado,Custer County,4704,1075,1056.334078234367,0.017670472012824266
Colorado,Delta County,31196,597,1305.514418165468,-0.5427089952488499
Colorado,Denver,715522,11727,3366.351941260514,2.483592982737533
Colorado,Dolores County,2326,1944,949.0406268914568,1.0483843840990152
Colorado,Douglas County,357978,1360,2667.2263299107426,-0.4901070131361849
Colorado,Eagle County,55731,899,1462.5557728906754,-0.38532258621278614
Colorado,Elbert County,26062,732,1285.9660081702966,-0.4307781112803228
Colorado,El Paso County,730395,1887,3382.002068157618,-0.4420464677515813
Colorado,Fremont County,48939,975,1399.8629288446243,-0.30350323598845824
Colorado,Garfield County,61685,740,1486.1059095138246,-0.5020543318866897
Colorado,Gilpin County,5808,541,1069.767058011991,-0.494282427236663
Colorado,Grand County,15717,630,1226.9090811943508,-0.48651451875576784
Colorado,Gunnison County,16918,1502,1236.847082222077,0.21437809215797185
Colorado,Hinsdale County,788,783,974.1976255408149,-0.19626164191754591
Colorado,Huerfano County,6820,958,1098.1582989835456,-0.12763032352737852
Colorado,Jackson County,1379,867,918.0081993246469,-0.05556399099939648
Colorado,Jefferson County,582910,1148,3172.616195793009,-0.6381535208947477
Colorado,Kiowa County,1446,1292,919.6193703985783,0.40492908434499997
Colorado,Kit Carson County,7087,569,1109.3033046022838,-0.4870654422110439
Colorado,Lake County,7436,807,1098.8896732452367,-0.26562236442101533
Colorado,La Plata County,55638,765,1462.1127336057516,-0.476784530756794
Colorado,Larimer County,359066,1875,2668.3457923433007,-0.29731745961103356
Colorado,Las Animas County,14555,591,1205.4468243025076,-0.5097253664905851
Colorado,Lincoln County,5675,759,1068.74421872811,-0.28982071977589735
Colorado,Logan County,21528,489,1254.2719023239026,-0.6101323811097215
Colorado,Mesa County,155703,1033,1894.001079429928,-0.4545937638478428
Colorado,Mineral County,865,580,1012.7281173415267,-0.42728952611433807
Colorado,Moffat County,13292,862,1190.6338216627141,-0.27601586288198887
Colorado,Montezuma County,25849,1142,1286.9183104722458,-0.11260878743660645
Colorado,Montrose County,42679,737,1374.6415083712038,-0.4638602170006764
Colorado,Morgan County,29111,592,1308.3554729314742,-0.547523580366445
Colorado,Otero County,18690,567,1238.5697014886193,-0.5422138945280748
Colorado,Ouray County,4874,1147,1057.5858360237844,0.08454553846181119
Colorado,Park County,17390,867,1242.3114063998705,-0.3021073496278168
Colorado,Phillips County,4530,482,1044.0953510084057,-0.5383563392610877
Colorado,Pitkin County,17358,973,1241.9281849958036,-0.21654085014320879
Colorado,Prowers County,11999,556,1184.0962748503734,-0.5304435865485194
Colorado,Pueblo County,168162,744,1922.5461978160615,-0.6130132004915381
Colorado,Rio Blanco County,6529,730,1087.4484664861786,-0.3287038213784835
Colorado,Rio Grande County,11539,714,1176.5735359484693,-0.39315310247529545
Colorado,Routt County,24829,769,1277.8009520740752,-0.3981848278076565
Colorado,Saguache County,6368,656,1093.1561093636537,-0.39990272717602093
Colorado,San Juan County,705,1197,944.333050573245,0.2675612690600809
Colorado,San Miguel County,8072,803,1095.3678888194925,-0.266912963036177
Colorado,Sedgwick County,2404,591,940.336081793367,-0.37150130528558345
Colorado,Summit County,31055,966,1305.0204841110112,-0.2597817338797975
Colorado,Teller County,24710,613,1276.8821659457783,-0.5199243780290761
Colorado,Washington County,4817,619,1060.23074522381,-0.4161648275259817
Colorado,Weld County,328981,1436,2542.419775829138,-0.4351837514591038
Colorado,Yuma County,9988,526,1144.1037698541422,-0.5402514930380328
Connecticut,Fairfield County,957419,5586,3528.4533163825013,0.5831299153270278
Connecticut,Hartford County,899498,1383,3511.2445702316527,-0.6061225664184489
Connecticut,Litchfield County,185186,1569,2033.8814086585305,-0.22856859140334457
Connecticut,Middlesex County,164245,1025,1918.8605490098857,-0.465828821938681
Connecticut,New Haven County,864835,2314,3387.761364931565,-0.31695306996726896
Connecticut,New London County,268555,1629,2386.5794039161356,-0.3174331441363419
Connecticut,Tolland County,149788,899,1890.0037819858135,-0.524339576159246
Connecticut,Windham County,116418,1523,1741.0266831143424,-0.1252288004709595
Delaware,Kent County,181851,1808,1982.4208871380936,-0.08798378198581984
Delaware,New Castle County,570719,3274,3160.706947262275,0.0358442129017549
Delaware,Sussex County,237378,3786,2236.544464553428,0.6927899534320023
Florida,Alachua County,278468,2588,2396.430353902628,0.07993958421758317
Florida,Baker County,28259,929,1296.0665489055516,-0.28321581882930064
Florida,Bay County,175216,1057,1949.9482512026818,-0.45793433269417927
Florida,Bradford County,28303,854,1295.7987915707229,-0.3409470624950881
Florida,Brevard County,606612,10344,3159.614787934645,2.273816808143753
Florida,Broward County,1944375,4803,4247.134134032899,0.13088022379911846
Florida,Calhoun County,13648,982,1197.1136540941195,-0.17969359330121454
Florida,Charlotte County,186847,1221,2034.983884154553,-0.399995248361747
Florida,Citrus County,153843,2327,1895.4455872780811,0.2276796630926475
Florida,Clay County,218245,1230,2149.905189999515,-0.4278817476596364
Florida,Collier County,375752,1282,2708.347219615823,-0.5266485808337933
Florida,Columbia County,69698,1816,1518.457419768985,0.19595055900631228
Florida,DeSoto County,33976,1460,1320.9998402921656,0.10522344929057051
Florida,Dixie County,16759,829,1236.3343768023785,-0.3294694254606889
Florida,Duval County,995567,1593,3564.017194265567,-0.5530324593935446
Florida,Escambia County,321905,2666,2534.1448180726525,0.05203143126904254
Florida,Flagler County,115378,959,1732.9274953645654,-0.446601197935145
Florida,Franklin County,12451,891,1198.0045524667019,-0.2562632602977817
Florida,Gadsden County,43826,1308,1382.7944112463333,-0.054089321332243444
Florida,Gilchrist County,17864,867,1242.7845052267533,-0.3023730209431515
Florida,Glades County,12126,1088,1186.0057894223205,-0.08263516948771148
Florida,Gulf County,14192,849,1200.4791614868648,-0.29278239286680907
Florida,Hamilton County,14004,617,1197.2418958591022,-0.48464883985933294
Florida,Hardee County,25327,919,1280.9495888725808,-0.2825634919725048
Florida,Hendry County,39619,1741,1350.3358509027366,0.2893088773700955
Florida,Hernando County,194515,2378,2039.7584927868934,0.16582429165473017
Florida,Highlands County,101235,1169,1668.5815044663575,-0.2994049155699665
Florida,Hillsborough County,1459762,3300,4129.014188721813,-0.20077775246842752
Florida,Holmes County,19653,1166,1243.3324126921207,-0.06219769701384762
Florida,Indian River County,159788,1292,1898.551680527789,-0.3194812586609021
Florida,Jackson County,47319,2009,1391.8181322997136,0.44343571432031226
Florida,Jefferson County,14510,1318,1204.5188692431143,0.09421282941644081
Florida,Lafayette County,8226,789,1098.3832841000353,-0.28167151537956053
Florida,Lake County,383956,1765,2705.1479707203175,-0.34754031235857985
Florida,Lee County,760822,2856,3384.1576365599453,-0.15606768161569054
Florida,Leon County,292198,3185,2422.185961393744,0.3149279414398583
Florida,Levy County,42915,1835,1378.9503989265572,0.3307222663182477
Florida,Liberty County,7974,815,1095.675405389608,-0.2561665653979003
Florida,Madison County,17968,1279,1244.0661981997864,0.028080339977699095
Florida,Manatee County,399710,1878,2743.9976740953866,-0.3155970875160745
Florida,Marion County,375908,2557,2708.347219615823,-0.05588176380031939
Florida,Martin County,158431,1538,1896.3655563752513,-0.18897493427387385
Florida,Miami-Dade County,2701767,5451,4584.88867958506,0.18890563783400827
Florida,Monroe County,82874,1883,1528.354806279864,0.2320437585977632
Florida,Nassau County,90352,3193,1609.841441891224,0.9834251479132622
Florida,Okaloosa County,211668,1565,2088.381997757687,-0.25061602633983937
Florida,Okeechobee County,39644,717,1351.111879128582,-0.4693259595478956
Florida,Orange County,1429908,3017,4115.76404435932,-0.266964780419126
Florida,Osceola County,388656,1617,2708.303852077261,-0.40294734700474405
Florida,Palm Beach County,1492191,5644,4170.369287128831,0.35335736751641905
Florida,Pasco County,561891,2736,3150.130535566459,-0.13146456341752508
Florida,Pinellas County,959107,7409,3528.4533163825013,1.0997868855456407
Florida,Polk County,725046,5230,3375.1539815415813,0.5495589323042467
Florida,Putnam County,73321,1076,1517.6195719290984,-0.2909949107784242
Florida,St. Johns County,273425,1210,2392.0956219887566,-0.4941673782279565
Florida,St. Lucie County,329226,1833,2543.0385602267033,-0.27920872743801645
Florida,Santa Rosa County,188000,1391,2047.6000764104115,-0.3206681245888007
Florida,Sarasota County,434006,2713,2828.1168476364714,-0.04070441705146571
Florida,Seminole County,470856,1397,2916.5791198235147,-0.5210141941616403
Florida,Sumter County,129752,1667,1803.8677981775768,-0.07587462801645024
Florida,Suwannee County,43474,979,1380.2329730382353,-0.2906994550021667
Florida,Taylor County,21796,743,1257.2196457604427,-0.4090133712867743
Florida,Union County,16147,805,1230.984643244396,-0.3460519557105656
Florida,Volusia County,553543,3240,3118.3234079550903,0.03901987578790035
Florida,Wakulla County,33764,2049,1320.9699139254421,0.5511329806983395
Florida,Walton County,75305,1290,1512.297363103105,-0.1469931565885758
Florida,Washington County,25318,1044,1280.4165307215394,-0.18464032996224605
Georgia,Appling County,18444,1224,1238.0315127026195,-0.011333728227958197
Georgia,Atkinson County,8286,794,1096.8290644499525,-0.2760950400250543
Georgia,Bacon County,11140,747,1174.5238624114243,-0.3639975960417455
Georgia,Baker County,2876,935,987.8650942888696,-0.053514487549461795
Georgia,Baldwin County,43799,1581,1382.4833442703307,0.14359424766483941
Georgia,Banks County,18035,1009,1242.1870758410814,-0.187722993079115
Georgia,Barrow County,83505,955,1563.4867223702538,-0.3891857306263432
Georgia,Bartow County,108901,1713,1694.96879730962,0.010638073526191456
Georgia,Ben Hill County,17194,836,1240.5986614750798,-0.3261317894652646
Georgia,Berrien County,18160,954,1241.6972796621124,-0.23169679468122845
Georgia,Bibb County,157346,1899,1893.9601734557332,0.002660999219994744
